split,evaluation_role,estimator,subset,metric,class_level,class_color,value,numerator,denominator,status
test,historical_holdout_evaluation_only,fit_majority_prior,all,accuracy,,,0.25524475524475526,,,ok
test,historical_holdout_evaluation_only,fit_majority_prior,all,macro_f1_fixed_five,,,0.08133704735376045,,,ok
test,historical_holdout_evaluation_only,fit_majority_prior,all,macro_f1_supported_classes,,,0.08133704735376045,,,ok
test,historical_holdout_evaluation_only,fit_majority_prior,all,precision,0.0,green,0.25524475524475526,,,ok
test,historical_holdout_evaluation_only,fit_majority_prior,all,recall,0.0,green,1.0,,,ok
test,historical_holdout_evaluation_only,fit_majority_prior,all,f1,0.0,green,0.40668523676880225,,,ok
test,historical_holdout_evaluation_only,fit_majority_prior,all,support,0.0,green,584.0,584.0,2288.0,ok
test,historical_holdout_evaluation_only,fit_majority_prior,all,precision,1.0,blue,0.0,,,ok
test,historical_holdout_evaluation_only,fit_majority_prior,all,recall,1.0,blue,0.0,,,ok
test,historical_holdout_evaluation_only,fit_majority_prior,all,f1,1.0,blue,0.0,,,ok
test,historical_holdout_evaluation_only,fit_majority_prior,all,support,1.0,blue,1039.0,1039.0,2288.0,ok
test,historical_holdout_evaluation_only,fit_majority_prior,all,precision,2.0,yellow,0.0,,,ok
test,historical_holdout_evaluation_only,fit_majority_prior,all,recall,2.0,yellow,0.0,,,ok
test,historical_holdout_evaluation_only,fit_majority_prior,all,f1,2.0,yellow,0.0,,,ok
test,historical_holdout_evaluation_only,fit_majority_prior,all,support,2.0,yellow,182.0,182.0,2288.0,ok
test,historical_holdout_evaluation_only,fit_majority_prior,all,precision,3.0,orange,0.0,,,ok
test,historical_holdout_evaluation_only,fit_majority_prior,all,recall,3.0,orange,0.0,,,ok
test,historical_holdout_evaluation_only,fit_majority_prior,all,f1,3.0,orange,0.0,,,ok
test,historical_holdout_evaluation_only,fit_majority_prior,all,support,3.0,orange,133.0,133.0,2288.0,ok
test,historical_holdout_evaluation_only,fit_majority_prior,all,precision,4.0,red,0.0,,,ok
test,historical_holdout_evaluation_only,fit_majority_prior,all,recall,4.0,red,0.0,,,ok
test,historical_holdout_evaluation_only,fit_majority_prior,all,f1,4.0,red,0.0,,,ok
test,historical_holdout_evaluation_only,fit_majority_prior,all,support,4.0,red,350.0,350.0,2288.0,ok
test,historical_holdout_evaluation_only,fit_majority_prior,all,balanced_accuracy_supported_classes,,,0.2,,,ok
test,historical_holdout_evaluation_only,fit_majority_prior,all,ordinal_mae,,,1.3994755244755244,,,ok
test,historical_holdout_evaluation_only,fit_majority_prior,all,quadratic_weighted_kappa,,,0.0,,,ok
test,historical_holdout_evaluation_only,fit_majority_prior,all,false_escalation_vs_proxy_count,,,0.0,0.0,2288.0,ok
test,historical_holdout_evaluation_only,fit_majority_prior,all,false_escalation_vs_proxy_rate,,,0.0,0.0,2288.0,ok
test,historical_holdout_evaluation_only,fit_majority_prior,all,false_deescalation_vs_proxy_count,,,1704.0,1704.0,2288.0,ok
test,historical_holdout_evaluation_only,fit_majority_prior,all,false_deescalation_vs_proxy_rate,,,0.7447552447552448,1704.0,2288.0,ok
test,historical_holdout_evaluation_only,fit_majority_prior,all,multiclass_log_loss,,,1.7285648518655576,,,ok
test,historical_holdout_evaluation_only,fit_majority_prior,all,multiclass_brier,,,0.7746692661733872,,,ok
test,historical_holdout_evaluation_only,fit_majority_prior,all,top_label_ece,,,0.23074425574425567,,,ok
test,historical_holdout_evaluation_only,fit_majority_prior,all,classwise_ece,0.0,green,0.23074425574425567,,,ok
test,historical_holdout_evaluation_only,fit_majority_prior,all,one_vs_rest_roc_auc,0.0,green,0.5,,,ok
test,historical_holdout_evaluation_only,fit_majority_prior,all,one_vs_rest_pr_auc,0.0,green,0.25524475524475526,,,ok
test,historical_holdout_evaluation_only,fit_majority_prior,all,classwise_ece,1.0,blue,0.0598776223776224,,,ok
test,historical_holdout_evaluation_only,fit_majority_prior,all,one_vs_rest_roc_auc,1.0,blue,0.5,,,ok
test,historical_holdout_evaluation_only,fit_majority_prior,all,one_vs_rest_pr_auc,1.0,blue,0.4541083916083916,,,ok
test,historical_holdout_evaluation_only,fit_majority_prior,all,classwise_ece,2.0,yellow,0.016745754245754252,,,ok
test,historical_holdout_evaluation_only,fit_majority_prior,all,one_vs_rest_roc_auc,2.0,yellow,0.5,,,ok
test,historical_holdout_evaluation_only,fit_majority_prior,all,one_vs_rest_pr_auc,2.0,yellow,0.07954545454545454,,,ok
test,historical_holdout_evaluation_only,fit_majority_prior,all,classwise_ece,3.0,orange,0.04672827172827173,,,ok
test,historical_holdout_evaluation_only,fit_majority_prior,all,one_vs_rest_roc_auc,3.0,orange,0.5,,,ok
test,historical_holdout_evaluation_only,fit_majority_prior,all,one_vs_rest_pr_auc,3.0,orange,0.05812937062937063,,,ok
test,historical_holdout_evaluation_only,fit_majority_prior,all,classwise_ece,4.0,red,0.14088411588411587,,,ok
test,historical_holdout_evaluation_only,fit_majority_prior,all,one_vs_rest_roc_auc,4.0,red,0.5,,,ok
test,historical_holdout_evaluation_only,fit_majority_prior,all,one_vs_rest_pr_auc,4.0,red,0.15297202797202797,,,ok
test,historical_holdout_evaluation_only,current_state_persistence,all,row_count,,,2288.0,,,ok
test,historical_holdout_evaluation_only,current_state_persistence,all,accuracy,,,0.9519230769230769,,,ok
test,historical_holdout_evaluation_only,current_state_persistence,all,macro_f1_fixed_five,,,0.9358478246746348,,,ok
test,historical_holdout_evaluation_only,current_state_persistence,all,macro_f1_supported_classes,,,0.9358478246746348,,,ok
test,historical_holdout_evaluation_only,current_state_persistence,all,precision,0.0,green,0.9454855195911414,,,ok
test,historical_holdout_evaluation_only,current_state_persistence,all,recall,0.0,green,0.9503424657534246,,,ok
test,historical_holdout_evaluation_only,current_state_persistence,all,f1,0.0,green,0.9479077711357814,,,ok
test,historical_holdout_evaluation_only,current_state_persistence,all,support,0.0,green,584.0,584.0,2288.0,ok
test,historical_holdout_evaluation_only,current_state_persistence,all,precision,1.0,blue,0.9616122840690979,,,ok
test,historical_holdout_evaluation_only,current_state_persistence,all,recall,1.0,blue,0.9643888354186718,,,ok
test,historical_holdout_evaluation_only,current_state_persistence,all,f1,1.0,blue,0.9629985583853916,,,ok
test,historical_holdout_evaluation_only,current_state_persistence,all,support,1.0,blue,1039.0,1039.0,2288.0,ok
test,historical_holdout_evaluation_only,current_state_persistence,all,precision,2.0,yellow,0.9230769230769231,,,ok
test,historical_holdout_evaluation_only,current_state_persistence,all,recall,2.0,yellow,0.9230769230769231,,,ok
test,historical_holdout_evaluation_only,current_state_persistence,all,f1,2.0,yellow,0.9230769230769231,,,ok
test,historical_holdout_evaluation_only,current_state_persistence,all,support,2.0,yellow,182.0,182.0,2288.0,ok
test,historical_holdout_evaluation_only,current_state_persistence,all,precision,3.0,orange,0.8787878787878788,,,ok
test,historical_holdout_evaluation_only,current_state_persistence,all,recall,3.0,orange,0.8721804511278195,,,ok
test,historical_holdout_evaluation_only,current_state_persistence,all,f1,3.0,orange,0.8754716981132076,,,ok
test,historical_holdout_evaluation_only,current_state_persistence,all,support,3.0,orange,133.0,133.0,2288.0,ok
test,historical_holdout_evaluation_only,current_state_persistence,all,precision,4.0,red,0.9768115942028985,,,ok
test,historical_holdout_evaluation_only,current_state_persistence,all,recall,4.0,red,0.9628571428571429,,,ok
test,historical_holdout_evaluation_only,current_state_persistence,all,f1,4.0,red,0.9697841726618706,,,ok
test,historical_holdout_evaluation_only,current_state_persistence,all,support,4.0,red,350.0,350.0,2288.0,ok
test,historical_holdout_evaluation_only,current_state_persistence,all,balanced_accuracy_supported_classes,,,0.9345691636467963,,,ok
test,historical_holdout_evaluation_only,current_state_persistence,all,ordinal_mae,,,0.04807692307692308,,,ok
test,historical_holdout_evaluation_only,current_state_persistence,all,quadratic_weighted_kappa,,,0.9864794068817498,,,ok
test,historical_holdout_evaluation_only,current_state_persistence,all,false_escalation_vs_proxy_count,,,45.0,45.0,2288.0,ok
test,historical_holdout_evaluation_only,current_state_persistence,all,false_escalation_vs_proxy_rate,,,0.019667832167832168,45.0,2288.0,ok
test,historical_holdout_evaluation_only,current_state_persistence,all,false_deescalation_vs_proxy_count,,,65.0,65.0,2288.0,ok
test,historical_holdout_evaluation_only,current_state_persistence,all,false_deescalation_vs_proxy_rate,,,0.028409090909090908,65.0,2288.0,ok
test,historical_holdout_evaluation_only,current_state_persistence,all,multiclass_log_loss,,,,,,probability_not_available
test,historical_holdout_evaluation_only,current_state_persistence,all,multiclass_brier,,,,,,probability_not_available
test,historical_holdout_evaluation_only,current_state_persistence,all,top_label_ece,,,,,,probability_not_available
test,historical_holdout_evaluation_only,ngboost,transition_only,row_count,,,110.0,,,ok
test,historical_holdout_evaluation_only,ngboost,transition_only,accuracy,,,0.20909090909090908,,,ok
test,historical_holdout_evaluation_only,ngboost,transition_only,macro_f1_fixed_five,,,0.2288503700600475,,,ok
test,historical_holdout_evaluation_only,ngboost,transition_only,macro_f1_supported_classes,,,0.2288503700600475,,,ok
test,historical_holdout_evaluation_only,ngboost,transition_only,precision,0.0,green,0.12903225806451613,,,ok
test,historical_holdout_evaluation_only,ngboost,transition_only,recall,0.0,green,0.13793103448275862,,,ok
test,historical_holdout_evaluation_only,ngboost,transition_only,f1,0.0,green,0.13333333333333333,,,ok
test,historical_holdout_evaluation_only,ngboost,transition_only,support,0.0,green,29.0,29.0,110.0,ok
test,historical_holdout_evaluation_only,ngboost,transition_only,precision,1.0,blue,0.125,,,ok
test,historical_holdout_evaluation_only,ngboost,transition_only,recall,1.0,blue,0.13513513513513514,,,ok
test,historical_holdout_evaluation_only,ngboost,transition_only,f1,1.0,blue,0.12987012987012986,,,ok
test,historical_holdout_evaluation_only,ngboost,transition_only,support,1.0,blue,37.0,37.0,110.0,ok
test,historical_holdout_evaluation_only,ngboost,transition_only,precision,2.0,yellow,0.17647058823529413,,,ok
test,historical_holdout_evaluation_only,ngboost,transition_only,recall,2.0,yellow,0.21428571428571427,,,ok
test,historical_holdout_evaluation_only,ngboost,transition_only,f1,2.0,yellow,0.1935483870967742,,,ok
test,historical_holdout_evaluation_only,ngboost,transition_only,support,2.0,yellow,14.0,14.0,110.0,ok
test,historical_holdout_evaluation_only,ngboost,transition_only,precision,3.0,orange,0.0,,,ok
test,historical_holdout_evaluation_only,ngboost,transition_only,recall,3.0,orange,0.0,,,ok
test,historical_holdout_evaluation_only,ngboost,transition_only,f1,3.0,orange,0.0,,,ok
test,historical_holdout_evaluation_only,ngboost,transition_only,support,3.0,orange,17.0,17.0,110.0,ok
test,historical_holdout_evaluation_only,ngboost,transition_only,precision,4.0,red,0.5789473684210527,,,ok
test,historical_holdout_evaluation_only,ngboost,transition_only,recall,4.0,red,0.8461538461538461,,,ok
test,historical_holdout_evaluation_only,ngboost,transition_only,f1,4.0,red,0.6875,,,ok
test,historical_holdout_evaluation_only,ngboost,transition_only,support,4.0,red,13.0,13.0,110.0,ok
test,historical_holdout_evaluation_only,ngboost,transition_only,balanced_accuracy_supported_classes,,,0.26670114601149086,,,ok
test,historical_holdout_evaluation_only,ngboost,transition_only,ordinal_mae,,,0.7909090909090909,,,ok
test,historical_holdout_evaluation_only,ngboost,transition_only,quadratic_weighted_kappa,,,0.7864125340356203,,,ok
test,historical_holdout_evaluation_only,ngboost,transition_only,false_escalation_vs_proxy_count,,,39.0,39.0,110.0,ok
test,historical_holdout_evaluation_only,ngboost,transition_only,false_escalation_vs_proxy_rate,,,0.35454545454545455,39.0,110.0,ok
test,historical_holdout_evaluation_only,ngboost,transition_only,false_deescalation_vs_proxy_count,,,48.0,48.0,110.0,ok
test,historical_holdout_evaluation_only,ngboost,transition_only,false_deescalation_vs_proxy_rate,,,0.43636363636363634,48.0,110.0,ok
test,historical_holdout_evaluation_only,ngboost,transition_only,multiclass_log_loss,,,1.3422835389379506,,,ok
test,historical_holdout_evaluation_only,ngboost,transition_only,multiclass_brier,,,0.9254873257352005,,,ok
test,historical_holdout_evaluation_only,ngboost,transition_only,top_label_ece,,,0.4990007029922238,,,ok
test,historical_holdout_evaluation_only,ngboost,transition_only,classwise_ece,0.0,green,0.3031577564038709,,,ok
test,historical_holdout_evaluation_only,ngboost,transition_only,one_vs_rest_roc_auc,0.0,green,0.6213282247765007,,,ok
test,historical_holdout_evaluation_only,ngboost,transition_only,one_vs_rest_pr_auc,0.0,green,0.3008677904159281,,,ok
test,historical_holdout_evaluation_only,ngboost,transition_only,classwise_ece,1.0,blue,0.37760596692240134,,,ok
test,historical_holdout_evaluation_only,ngboost,transition_only,one_vs_rest_roc_auc,1.0,blue,0.4722325064790819,,,ok
test,historical_holdout_evaluation_only,ngboost,transition_only,one_vs_rest_pr_auc,1.0,blue,0.3051272511430391,,,ok
test,historical_holdout_evaluation_only,ngboost,transition_only,classwise_ece,2.0,yellow,0.15923606542591148,,,ok
test,historical_holdout_evaluation_only,ngboost,transition_only,one_vs_rest_roc_auc,2.0,yellow,0.8601190476190476,,,ok
test,historical_holdout_evaluation_only,ngboost,transition_only,one_vs_rest_pr_auc,2.0,yellow,0.3313737057625872,,,ok
test,historical_holdout_evaluation_only,ngboost,transition_only,classwise_ece,3.0,orange,0.11327180186407444,,,ok
test,historical_holdout_evaluation_only,ngboost,transition_only,one_vs_rest_roc_auc,3.0,orange,0.8526249209361164,,,ok
test,historical_holdout_evaluation_only,ngboost,transition_only,one_vs_rest_pr_auc,3.0,orange,0.37137625558419907,,,ok
test,historical_holdout_evaluation_only,ngboost,transition_only,classwise_ece,4.0,red,0.07903825774765606,,,ok
test,historical_holdout_evaluation_only,ngboost,transition_only,one_vs_rest_roc_auc,4.0,red,0.9286280729579699,,,ok
test,historical_holdout_evaluation_only,ngboost,transition_only,one_vs_rest_pr_auc,4.0,red,0.47298052824368614,,,ok
test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,row_count,,,110.0,,,ok
test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,accuracy,,,0.2636363636363636,,,ok
test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,macro_f1_fixed_five,,,0.08345323741007195,,,ok
test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,macro_f1_supported_classes,,,0.08345323741007195,,,ok
test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,precision,0.0,green,0.2636363636363636,,,ok
test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,recall,0.0,green,1.0,,,ok
test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,f1,0.0,green,0.4172661870503597,,,ok
test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,support,0.0,green,29.0,29.0,110.0,ok
test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,precision,1.0,blue,0.0,,,ok
test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,recall,1.0,blue,0.0,,,ok
test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,f1,1.0,blue,0.0,,,ok
test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,support,1.0,blue,37.0,37.0,110.0,ok
test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,precision,2.0,yellow,0.0,,,ok
test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,recall,2.0,yellow,0.0,,,ok
test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,f1,2.0,yellow,0.0,,,ok
test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,support,2.0,yellow,14.0,14.0,110.0,ok
test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,precision,3.0,orange,0.0,,,ok
test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,recall,3.0,orange,0.0,,,ok
test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,f1,3.0,orange,0.0,,,ok
test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,support,3.0,orange,17.0,17.0,110.0,ok
test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,precision,4.0,red,0.0,,,ok
test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,recall,4.0,red,0.0,,,ok
test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,f1,4.0,red,0.0,,,ok
test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,support,4.0,red,13.0,13.0,110.0,ok
test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,balanced_accuracy_supported_classes,,,0.2,,,ok
test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,ordinal_mae,,,1.5272727272727273,,,ok
test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,quadratic_weighted_kappa,,,0.0,,,ok
test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,false_escalation_vs_proxy_count,,,0.0,0.0,110.0,ok
test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,false_escalation_vs_proxy_rate,,,0.0,0.0,110.0,ok
test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,false_deescalation_vs_proxy_count,,,81.0,81.0,110.0,ok
test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,false_deescalation_vs_proxy_rate,,,0.7363636363636363,81.0,110.0,ok
test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,multiclass_log_loss,,,2.014472876372541,,,ok
test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,multiclass_brier,,,0.8488011679254811,,,ok
test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,top_label_ece,,,0.22235264735264715,,,ok
test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,classwise_ece,0.0,green,0.22235264735264715,,,ok
test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,one_vs_rest_roc_auc,0.0,green,0.5,,,ok
test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,one_vs_rest_pr_auc,0.0,green,0.2636363636363636,,,ok
test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,classwise_ece,1.0,blue,0.05786713286713274,,,ok
test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,one_vs_rest_roc_auc,1.0,blue,0.5,,,ok
test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,one_vs_rest_pr_auc,1.0,blue,0.33636363636363636,,,ok
test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,classwise_ece,2.0,yellow,0.030981518481518436,,,ok
test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,one_vs_rest_roc_auc,2.0,yellow,0.5,,,ok
test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,one_vs_rest_pr_auc,2.0,yellow,0.12727272727272726,,,ok
test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,classwise_ece,3.0,orange,0.14314435564435565,,,ok
test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,one_vs_rest_roc_auc,3.0,orange,0.5,,,ok
test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,one_vs_rest_pr_auc,3.0,orange,0.15454545454545454,,,ok
test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,classwise_ece,4.0,red,0.10609390609390609,,,ok
test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,one_vs_rest_roc_auc,4.0,red,0.5,,,ok
test,historical_holdout_evaluation_only,fit_majority_prior,transition_only,one_vs_rest_pr_auc,4.0,red,0.11818181818181818,,,ok
test,historical_holdout_evaluation_only,current_state_persistence,transition_only,row_count,,,110.0,,,ok
test,historical_holdout_evaluation_only,current_state_persistence,transition_only,accuracy,,,0.0,,,ok
test,historical_holdout_evaluation_only,current_state_persistence,transition_only,macro_f1_fixed_five,,,0.0,,,ok
test,historical_holdout_evaluation_only,current_state_persistence,transition_only,macro_f1_supported_classes,,,0.0,,,ok
test,historical_holdout_evaluation_only,current_state_persistence,transition_only,precision,0.0,green,0.0,,,ok
test,historical_holdout_evaluation_only,current_state_persistence,transition_only,recall,0.0,green,0.0,,,ok
test,historical_holdout_evaluation_only,current_state_persistence,transition_only,f1,0.0,green,0.0,,,ok
test,historical_holdout_evaluation_only,current_state_persistence,transition_only,support,0.0,green,29.0,29.0,110.0,ok
test,historical_holdout_evaluation_only,current_state_persistence,transition_only,precision,1.0,blue,0.0,,,ok
test,historical_holdout_evaluation_only,current_state_persistence,transition_only,recall,1.0,blue,0.0,,,ok
test,historical_holdout_evaluation_only,current_state_persistence,transition_only,f1,1.0,blue,0.0,,,ok
test,historical_holdout_evaluation_only,current_state_persistence,transition_only,support,1.0,blue,37.0,37.0,110.0,ok
test,historical_holdout_evaluation_only,current_state_persistence,transition_only,precision,2.0,yellow,0.0,,,ok
test,historical_holdout_evaluation_only,current_state_persistence,transition_only,recall,2.0,yellow,0.0,,,ok
test,historical_holdout_evaluation_only,current_state_persistence,transition_only,f1,2.0,yellow,0.0,,,ok
test,historical_holdout_evaluation_only,current_state_persistence,transition_only,support,2.0,yellow,14.0,14.0,110.0,ok
test,historical_holdout_evaluation_only,current_state_persistence,transition_only,precision,3.0,orange,0.0,,,ok
test,historical_holdout_evaluation_only,current_state_persistence,transition_only,recall,3.0,orange,0.0,,,ok
test,historical_holdout_evaluation_only,current_state_persistence,transition_only,f1,3.0,orange,0.0,,,ok
test,historical_holdout_evaluation_only,current_state_persistence,transition_only,support,3.0,orange,17.0,17.0,110.0,ok
test,historical_holdout_evaluation_only,current_state_persistence,transition_only,precision,4.0,red,0.0,,,ok
test,historical_holdout_evaluation_only,current_state_persistence,transition_only,recall,4.0,red,0.0,,,ok
test,historical_holdout_evaluation_only,current_state_persistence,transition_only,f1,4.0,red,0.0,,,ok
test,historical_holdout_evaluation_only,current_state_persistence,transition_only,support,4.0,red,13.0,13.0,110.0,ok
test,historical_holdout_evaluation_only,current_state_persistence,transition_only,balanced_accuracy_supported_classes,,,0.0,,,ok
test,historical_holdout_evaluation_only,current_state_persistence,transition_only,ordinal_mae,,,1.0,,,ok
test,historical_holdout_evaluation_only,current_state_persistence,transition_only,quadratic_weighted_kappa,,,0.7026442543988991,,,ok
test,historical_holdout_evaluation_only,current_state_persistence,transition_only,false_escalation_vs_proxy_count,,,45.0,45.0,110.0,ok
test,historical_holdout_evaluation_only,current_state_persistence,transition_only,false_escalation_vs_proxy_rate,,,0.4090909090909091,45.0,110.0,ok
test,historical_holdout_evaluation_only,current_state_persistence,transition_only,false_deescalation_vs_proxy_count,,,65.0,65.0,110.0,ok
test,historical_holdout_evaluation_only,current_state_persistence,transition_only,false_deescalation_vs_proxy_rate,,,0.5909090909090909,65.0,110.0,ok
test,historical_holdout_evaluation_only,current_state_persistence,transition_only,multiclass_log_loss,,,,,,probability_not_available
test,historical_holdout_evaluation_only,current_state_persistence,transition_only,multiclass_brier,,,,,,probability_not_available
test,historical_holdout_evaluation_only,current_state_persistence,transition_only,top_label_ece,,,,,,probability_not_available
